Rank,teamId,teamImageId,teamFullName,team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,MinIncET,DistanceRun,WalkDist,JogDist,RunDist,HiSpeedRunDist,SprintDist,WalkCount,JogCount,RunCount,HiSpeedRunCount,SprintCount,optaTeamId,week,game,home,away,win,draw,loss,date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName.1,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,result,scatterId,scatterExtra
205,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1086,118091,34108,59762,15971,5788.2,1648.5,3746,5084,1174,367,89,9600,14,ORLvsAUB,false,true,true,false,false,2025-11-21,aqvngmpf5hzzmrxbkrh8b2p04,d79cmam5svw9j2mplbu9kut7p,6785,6785,Aubagne,Orléans,ORL,4,2,Played,W4-2,2585372,ORLvsAUB(2025-11-21)
205,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National1(France),1046,114235,33288,55473,16703,6483.8,2040.0,3369,4787,1197,391,101,2130,14,SOCvsDIJ,false,true,true,false,false,2025-11-21,arwpg8yuf1t778su758wb6gwk,d9kwaceoj54pfprd6oc2hwae6,693,693,Dijon,Sochaux,SOC,1,0,Played,W1-0,2585375,SOCvsDIJ(2025-11-21)
205,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1086,116428,35199,58974,15804,5978.0,1600.7,3664,4942,1142,382,84,6785,14,ORLvsAUB,true,false,false,false,true,2025-11-21,aqvngmpf5hzzmrxbkrh8b2p04,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Orléans,Aubagne,AUB,2,4,Played,L2-4,2585372,ORLvsAUB(2025-11-21)
205,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1046,115502,33166,57763,16377,6129.3,2000.3,3430,4873,1185,371,101,693,14,SOCvsDIJ,true,false,false,false,true,2025-11-21,arwpg8yuf1t778su758wb6gwk,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Sochaux,Dijon,DIJ,0,1,Played,L0-1,2585375,SOCvsDIJ(2025-11-21)
205,9ri5xhi5qaozcqb7svbvcc4eu,14035,LePuyFoot,LePuyFoot,PUY,LePuy,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1072,111957,34364,56388,14685,5907.2,1735.4,3581,4840,1076,374,88,14035,14,PUYvsQRM,true,false,true,false,false,2025-11-21,aqjcfbnqk7eayu0cc9h43jok4,8ng94h4147jxd5oxgoaa95yl4,2541,2541,LePuyFoot,Quevilly-RouenMétropole,QRM,2,1,Played,W2-1,2585371,PUYvsQRM(2025-11-21)
205,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1052,117348,32981,55905,17696,7960.6,3100.9,3374,4917,1253,481,153,3315,14,P13vsVIL,false,true,false,false,true,2025-11-21,ar85e6ik1hlqr1lzo97mfzwgk,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Villefranche,Paris13Atletico,P13,0,1,Played,L0-1,2585373,P13vsVIL(2025-11-21)
205,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National1(France),1068,124494,32651,61497,19488,7833.5,2441.9,3718,5422,1410,519,117,1996,14,VFCvsFLE,true,false,false,false,true,2025-11-21,asn0te4o5zq4xz7ryhbqm4p3o,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Valenciennes,Fleury,FLE,0,2,Played,L0-2,2585377,VFCvsFLE(2025-11-21)
205,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1057,109611,33663,56462,14375,5015.0,1387.9,3593,4816,1053,316,74,2340,14,ROUvsCON,true,false,false,true,false,2025-11-21,aq6tpi2tbbdhvzc735jpqcljo,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Rouen,Concarneau,CON,0,0,Played,T0-0,2585370,ROUvsCON(2025-11-21)
205,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1030,106988,33697,53825,13841,4811.0,1253.0,3594,4801,1046,303,60,3272,14,ROUvsCON,false,true,false,true,false,2025-11-21,aq6tpi2tbbdhvzc735jpqcljo,b97a5km6rb42fv858volubsi6,2340,2340,Concarneau,Rouen,ROU,0,0,Played,T0-0,2585370,ROUvsCON(2025-11-21)
205,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National1(France),1048,120619,30847,61550,18852,6546.5,1783.1,3584,5305,1395,417,90,1028,14,CAEvsBBP,true,false,true,false,false,2025-11-21,arkf9bft5vp765npnqivhao7o,bizl0ptma24fjoafuqclu8k5b,3312,3312,Caen,Bourg-Péronnas,BBP,1,0,Played,W1-0,2585374,CAEvsBBP(2025-11-21)
205,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-RouenMétropole,Quevilly-RouenMétropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1072,112511,33398,59529,13547,5010.9,1412.4,3733,5011,1017,312,70,2541,14,PUYvsQRM,false,true,false,false,true,2025-11-21,aqjcfbnqk7eayu0cc9h43jok4,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Quevilly-RouenMétropole,LePuyFoot,PUY,1,2,Played,L1-2,2585371,PUYvsQRM(2025-11-21)
205,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1068,124725,31621,63239,19736,7372.8,2107.8,3749,5516,1458,478,105,12199,14,VFCvsFLE,false,true,true,false,false,2025-11-21,asn0te4o5zq4xz7ryhbqm4p3o,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Fleury,Valenciennes,VFC,2,0,Played,W2-0,2585377,VFCvsFLE(2025-11-21)
205,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National1(France),1048,122377,31030,62514,19895,7041.7,1787.0,3551,5230,1453,439,82,3312,14,CAEvsBBP,false,true,false,false,true,2025-11-21,arkf9bft5vp765npnqivhao7o,ab80vest6tgco121qtfyphq7c,1028,1028,Bourg-Péronnas,Caen,CAE,0,1,Played,L0-1,2585374,CAEvsBBP(2025-11-21)
205,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1078,114362,32722,56882,16963,6166.2,2004.8,3406,4857,1240,393,98,5427,14,CHAvsVRS,false,true,true,false,false,2025-11-21,apu9ka5oixxtzfms7podbysyc,67igj3fctu1kt6ntkrwpdt72i,921,921,Versailles,Châteauroux,CHA,3,1,Played,W3-1,2585369,CHAvsVRS(2025-11-21)
221,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National1(France),1043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,921,15,FLEvsCHA,false,true,false,true,false,2025-12-05,aupf7bfrlx8ikuec13y6ztk44,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Châteauroux,Fleury,FLE,0,0,Played,T0-0,2585383,FLEvsCHA(2025-12-05)
221,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1073,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9600,15,AUBvsROU,true,false,false,true,false,2025-12-05,aszi1p75u921hlzdq43f8nswk,b97a5km6rb42fv858volubsi6,2340,2340,Aubagne,Rouen,ROU,1,1,Played,T1-1,2585378,AUBvsROU(2025-12-05)
221,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National1(France),1065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2130,15,DIJvsVFC,true,false,true,false,false,2025-12-05,au0kr2ri55lrn6s0s0hh1wkr8,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Dijon,Valenciennes,VFC,4,1,Played,W4-1,2585381,DIJvsVFC(2025-12-05)
221,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1073,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6785,15,QRMvsORL,false,true,true,false,false,2025-12-05,av1thrilw9z8zdsarb7n5rok4,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Orléans,Quevilly-RouenMétropole,QRM,1,0,Played,W1-0,2585384,QRMvsORL(2025-12-05)
221,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1096,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,693,15,BBPvsSOC,false,true,true,false,false,2025-12-05,aucx8dwvzz4lwou2612bs6ntg,bizl0ptma24fjoafuqclu8k5b,3312,3312,Sochaux,Bourg-Péronnas,BBP,3,1,Played,W3-1,2585382,BBPvsSOC(2025-12-05)
221,9ri5xhi5qaozcqb7svbvcc4eu,14035,LePuyFoot,LePuyFoot,PUY,LePuy,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14035,15,VRSvsPUY,false,true,true,false,false,2025-12-05,avea5pvivsj2sxc7x2o0ox9g4,dse1eu8y1o3t00rlbxpgo084c,5427,5427,LePuyFoot,Versailles,VRS,3,0,Played,W3-0,2585385,VRSvsPUY(2025-12-05)
221,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1071,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3315,15,VILvsCAE,true,false,false,true,false,2025-12-05,avqkni30iwrx6fod8mgkwpr84,ab80vest6tgco121qtfyphq7c,1028,1028,Villefranche,Caen,CAE,1,1,Played,T1-1,2585386,VILvsCAE(2025-12-05)
221,rv0okxl2zv1ow3me605xl8b5,3271,StadeBriochin,StadeBriochin,SBR,StadeBriochin,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1034,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3271,15,CONvsSBR,false,true,false,true,false,2025-12-05,atoa5aj4z8bh11ru1qsoba5n8,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,StadeBriochin,Concarneau,CON,2,2,Played,T2-2,2585380,CONvsSBR(2025-12-05)
221,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National1(France),1065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1996,15,DIJvsVFC,false,true,false,false,true,2025-12-05,au0kr2ri55lrn6s0s0hh1wkr8,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Valenciennes,Dijon,DIJ,1,4,Played,L1-4,2585381,DIJvsVFC(2025-12-05)
221,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),999,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2340,15,AUBvsROU,false,true,false,true,false,2025-12-05,aszi1p75u921hlzdq43f8nswk,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Rouen,Aubagne,AUB,1,1,Played,T1-1,2585378,AUBvsROU(2025-12-05)
221,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1054,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3272,15,CONvsSBR,true,false,false,true,false,2025-12-05,atoa5aj4z8bh11ru1qsoba5n8,rv0okxl2zv1ow3me605xl8b5,3271,3271,Concarneau,StadeBriochin,SBR,2,2,Played,T2-2,2585380,CONvsSBR(2025-12-05)
221,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National1(France),1071,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1028,15,VILvsCAE,false,true,false,true,false,2025-12-05,avqkni30iwrx6fod8mgkwpr84,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Caen,Villefranche,VIL,1,1,Played,T1-1,2585386,VILvsCAE(2025-12-05)
221,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-RouenMétropole,Quevilly-RouenMétropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1073,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2541,15,QRMvsORL,true,false,false,false,true,2025-12-05,av1thrilw9z8zdsarb7n5rok4,d79cmam5svw9j2mplbu9kut7p,6785,6785,Quevilly-RouenMétropole,Orléans,ORL,0,1,Played,L0-1,2585384,QRMvsORL(2025-12-05)
221,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12199,15,FLEvsCHA,true,false,false,true,false,2025-12-05,aupf7bfrlx8ikuec13y6ztk44,67igj3fctu1kt6ntkrwpdt72i,921,921,Fleury,Châteauroux,CHA,0,0,Played,T0-0,2585383,FLEvsCHA(2025-12-05)
221,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National1(France),1096,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3312,15,BBPvsSOC,true,false,false,false,true,2025-12-05,aucx8dwvzz4lwou2612bs6ntg,d9kwaceoj54pfprd6oc2hwae6,693,693,Bourg-Péronnas,Sochaux,SOC,1,3,Played,L1-3,2585382,BBPvsSOC(2025-12-05)
221,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1044,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5427,15,VRSvsPUY,true,false,false,false,true,2025-12-05,avea5pvivsj2sxc7x2o0ox9g4,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Versailles,LePuyFoot,PUY,0,3,Played,L0-3,2585385,VRSvsPUY(2025-12-05)
